Name,Address
Tài Nguyên Và Môi Trường Hà Nội,"Số 41A Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm Hà Nội."
Đại Học Thành Đô,Kim Chung - Hoài Đức - Hà Nội
Đại Học Thủ Đô Hà Nội,"số 98 phố Dương Quảng Hàm, Quận Cầu Giấy, TP Hà Nội."
 Đại Học Thương Mại,"79 Đường Hồ Tùng Mậu, Mai Dịch, Cầu  Giấy, Hà Nội"
 Đại Học Thủy Lợi,"Số 175 Tây Sơn, Đống Đa, Hà Nội"
Đại Học Văn Hóa Hà Nội,418 Đê La Thành- Ô Chợ Dừa- Đống Đa- Hà Nội
Đại Học Xây Dựng Hà Nội,Số 55 - Giải Phóng - Hai Bà Trưng - Hà Nội
Đại Học Y Hà Nội,"Số 01, Phố Tôn Thất Tùng, Đống Đa, Hà Nội"
Đại Học Y Tế Công Cộng,"Số 1A Đức Thắng, Đức Thắng, Bắc Từ Liêm, Hà Nội"
Học Viện Âm Nhạc Quốc Gia Việt Nam,"số 77 Hào Nam, Đống Đa, Hà Nội."
Học Viện Báo Chí Và Tuyên Truyền,"số 36 đường Xuân Thủy, Quận Cầu Giấy, Thành phố Hà Nội."
Học Viện Chính Sách Và Phát Triển,"Tòa nhà Bộ Kế hoạch và Đầu tư, Ngõ 7 Tôn Thất Thuyết, Cầu Giấy, Hà Nội."
Học Viện Bưu Chính Viễn Thông,"Km 10 Đường Nguyễn Trãi, Quận Hà Đông, Hà Nội"
Trường Học Viện hành Chính Quốc Gia,"77 Nguyễn Chí Thanh, Quận Đống Đa, Hà Nội"
Học Viện Hậu Cần,"Phường Ngọc Thụy, Quận Long Biên, Tp. Hà Nội"
Học Viện Ngân Hàng,"Số 12 đường Chùa Bộc, phường Quang Trung, quận Đống Đa, thành phố Hà Nội"
Học Viện Ngoại Giao,"69 Chùa Láng, Láng Thượng, Đống Đa, Hà Nội"
Học Viện Nông Nghiệp,"Thị trấn Châu Quỳ, Gia Lâm, Hà Nội"
Học Viện Phụ Nữ Việt Nam,"68 Nguyễn Chí Thanh, Q.Đống Đa, Hà Nội"
Học Viện Quản Lý Giáo Dục,"31 Phan Đình Giót, quận Thanh Xuân, Hà Nội"
Học Viện Tài Chính,"Số 8 Phan Huy Chú, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội"
Học Viện Thanh Thiếu Niên Việt Nam,"58 Nguyễn Chí Thanh - Số 3 Phố Chùa Láng, Đống Đa, Hà Nội"
Học Viện Tòa Án,"QL18B Kim Sơn, Gia Lâm, Hà Nội."
Học Viện Y Dược Học Cổ Truyền,"Số 2, đường Trần Phú, quận Hà Đông, Hà Nội "
Đại Học FPT,Khu Công Nghệ Cao Hòa Lạc - KM 29 - Đại Lộ Thăng Long - Huyện Thạch Thất - Thành Phố Hà Nội
Đại Học Hòa Bình,Số 8 - CC2 - Phố Bùi Xuân Phái - Mỹ Đình 2 - Nam Từ Liêm - Hà Nội
Đại Học Nguyễn Trãi,số 36A – Phạm Văn Đồng – Bắc Từ Liêm – Hà Nội
Đại Học Phenikaa,Phường Yên Nghĩa - Quận Hà Đông - Hà Nội
Đại Học Thăng Long,Đường Nghiêm Xuân Yêm - Đại Kim - Hoàng Mai - Hà Nội
Đại Học Đại Nam,Số 56 - Vũ Trọng Phụng - Thanh Xuân - Hà Nội
Đại Học Đông Đô,170 Phạm Văn Đồng - Cầu Giấy - Hà Nội
Đại Học Kinh Doanh Và Công Nghệ Hà Nội,Ngõ 124 - Phố Vĩnh Tuy - P.Vĩnh Tuy - Q.Hai Bà Trưng - Hà Nội
Đại Học Phương Đông,Số 171 Trung Kính - Yên Hòa - Cầu Giấy - Hà Nội
